Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDH09,OUT046,908.1564548
NCJ19,OUT049,908.4803609
FDT46,OUT046,908.7573625
FDE56,OUT046,909.2267769
FDS03,OUT045,909.9285144
FDY22,OUT019,910.9716848
FDC60,OUT013,913.0466535
FDT38,OUT013,914.1939116
FDZ27,OUT046,914.7987684
FDP38,OUT046,915.1889386
FDZ04,OUT035,916.2144306
FDW32,OUT017,916.5269387
FDL25,OUT013,916.9978236
FDS21,OUT035,917.4326933
FDE56,OUT049,919.3919872
FDT22,OUT046,919.961806
FDA02,OUT010,920.077965
FDI60,OUT035,920.1485031
FDP03,OUT019,922.0163782
FDQ51,OUT049,924.3221212
FDS28,OUT046,924.672838
FDQ51,OUT046,924.6772032
FDI05,OUT035,924.7159745
FDT25,OUT019,924.7701199
FDZ22,OUT013,927.1305057
DRH51,OUT017,927.5443618
FDE39,OUT019,927.6769485
NCP02,OUT045,927.745405
FDX10,OUT018,927.8335525
FDO27,OUT017,928.1695423
NCN29,OUT046,929.3207175
FDA49,OUT013,929.869578
FDP04,OUT035,932.6051372
FDX38,OUT049,932.6094014
FDE41,OUT013,936.1578083
FDB14,OUT013,936.2834922
FDM38,OUT049,936.5805809
FDS51,OUT045,936.7376806
DRJ35,OUT045,937.1262742
FDC50,OUT013,937.5327404
FDF59,OUT019,937.956381
FDW01,OUT010,939.4397048
NCA17,OUT010,939.9501504
FDF58,OUT035,940.2473651
FDM46,OUT017,940.5972903
DRD01,OUT046,941.230966
FDC48,OUT013,942.3296561
FDF24,OUT013,942.4557894
FDM02,OUT013,943.1246191
FDB50,OUT035,945.16956
FDL26,OUT010,948.6478933
FDZ40,OUT046,949.3098079
FDJ10,OUT019,952.8804916
DRC01,OUT049,953.3430546
FDQ59,OUT017,953.5420169
FDK24,OUT049,954.5148831
DRH11,OUT046,955.0838051
NCP17,OUT035,956.6032084
FDT08,OUT010,956.6876296
NCY54,OUT010,956.8314839
FDA28,OUT019,957.4176782
FDT56,OUT049,957.7777351
FDO16,OUT013,958.1099318
FDW11,OUT045,958.5804081
NCZ30,OUT019,959.5642295
FDI28,OUT017,960.7936487
FDU21,OUT018,960.816474
FDA37,OUT019,961.1239378
NCF19,OUT049,962.1566122
FDT46,OUT049,962.8544613
FDH52,OUT045,962.9296446
FDC41,OUT035,963.7028159
FDY52,OUT035,964.612557
FDZ15,OUT019,965.6689432
FDT45,OUT049,967.1154264
NCI43,OUT049,967.3975848
FDG31,OUT045,967.6619267
NCN42,OUT010,970.5121105
FDL36,OUT013,970.9947859
NCL19,OUT010,971.1726207
FDR19,OUT019,971.6458301
FDJ56,OUT013,971.9307791
FDA49,OUT017,972.9109692
DRL59,OUT046,973.2571081
FDE40,OUT046,974.30991
FDQ28,OUT010,975.0711063
FDL09,OUT010,975.3201815
FDL12,OUT049,975.5009958
FDU16,OUT017,976.436423
FDF08,OUT017,977.1830054
NCR29,OUT046,979.4085128
NCP17,OUT045,980.6834484
DRM48,OUT018,980.7623977
NCS42,OUT013,981.1578655
FDP31,OUT049,981.2215498
DRI39,OUT049,981.2579252
DRL47,OUT019,981.4902916
DRH49,OUT017,982.1700867
FDZ28,OUT019,982.6475489
NCU29,OUT010,983.285638
DRH25,OUT046,983.3051685
DRG48,OUT010,983.7591282
NCK31,OUT049,984.654282
NCK54,OUT019,986.7998725
FDA07,OUT019,987.2828156
FDA44,OUT046,987.4441482
FDB34,OUT013,987.6224261
FDB39,OUT046,987.6362689
FDN48,OUT013,988.0920387
FDT38,OUT017,988.4530744
FDL27,OUT035,988.5508567
DRQ35,OUT019,989.5517591
FDX40,OUT018,989.669073
FDJ02,OUT010,991.0649952
FDO45,OUT013,992.4834943
NCY41,OUT018,993.2907191
FDL15,OUT010,993.3058703
FDM22,OUT049,994.247759
FDP46,OUT017,994.4587703
FDZ07,OUT046,994.5503936
FDJ50,OUT046,994.8833695
FDS21,OUT045,995.2278576
FDY11,OUT035,995.6465648
FDE52,OUT013,996.7660343
FDQ31,OUT017,997.9787491
NCY17,OUT018,998.5817015
NCY29,OUT049,999.8092821
FDY40,OUT049,999.8842974
FDK36,OUT049,1000.090487
DRC25,OUT017,1001.759028
FDD20,OUT019,1002.354501
FDN25,OUT046,1003.260653
FDF28,OUT019,1003.851858
FDB26,OUT049,1004.80322
FDB14,OUT017,1008.483667
FDU49,OUT013,1009.356627
FDV03,OUT010,1009.877735
FDI05,OUT045,1009.892543
FDR40,OUT017,1010.398865
FDV14,OUT017,1010.570024
FDV27,OUT013,1010.733472
FDE40,OUT049,1011.100389
FDQ21,OUT019,1012.002745
FDW25,OUT017,1013.295964
FDP36,OUT049,1014.809392
FDW14,OUT013,1016.170316
FDC41,OUT045,1016.224707
FDL45,OUT019,1016.304193
DRE27,OUT017,1016.590974
FDK04,OUT049,1016.808671
FDO16,OUT017,1017.272803
FDV36,OUT019,1018.249691
FDG56,OUT046,1019.196023
FDM34,OUT019,1020.340615
FDC32,OUT017,1021.229224
NCB54,OUT019,1022.239103
NCR42,OUT018,1022.752337
DRE25,OUT013,1022.755482
DRH39,OUT035,1025.005192
NCR29,OUT049,1027.215001
FDC16,OUT013,1027.554453
DRM49,OUT018,1027.6745
FDX27,OUT017,1027.958305
DRH25,OUT049,1028.104736
NCM18,OUT046,1030.498811
FDX14,OUT035,1030.595772
FDY11,OUT045,1032.932337
FDQ13,OUT017,1032.996233
FDQ15,OUT045,1033.087342
NCP02,OUT046,1033.358068
FDW40,OUT019,1033.674071
DRK35,OUT018,1033.768373
FDY47,OUT019,1035.373182
NCR30,OUT035,1035.806835
FDU48,OUT019,1035.825182
FDI40,OUT013,1035.884951
FDS24,OUT017,1036.410475
DRE13,OUT017,1036.972216
FDU49,OUT017,1037.21057
FDV15,OUT013,1037.77026
NCB18,OUT017,1040.642328
FDN33,OUT017,1041.108873
FDK16,OUT017,1041.179129
NCJ29,OUT017,1041.360799
FDB16,OUT017,1041.778152
DRF15,OUT010,1041.801644
FDC20,OUT049,1042.418764
FDT19,OUT010,1042.715029
FDI44,OUT035,1042.763729
FDF58,OUT045,1044.550771
FDM22,OUT046,1044.740551
FDB53,OUT019,1045.335958
FDW14,OUT017,1045.497498
FDR60,OUT045,1046.349648
FDM50,OUT046,1047.728282
FDG40,OUT018,1047.898997
DRY23,OUT018,1049.330796
NCC06,OUT019,1049.381724
FDO04,OUT049,1049.996561
FDW11,OUT046,1050.195807
FDW23,OUT018,1050.245664
DRL59,OUT049,1050.731504
FDG22,OUT018,1051.253638
FDG56,OUT049,1051.38989
NCP55,OUT046,1051.548314
FDX28,OUT013,1053.715278
FDE35,OUT046,1054.158976
NCJ17,OUT035,1055.348082
FDV32,OUT046,1055.689783
DRH39,OUT045,1055.82408
FDE44,OUT018,1056.221618
FDD51,OUT018,1058.450205
DRH59,OUT035,1058.940499
FDR36,OUT018,1059.81751
NCP29,OUT049,1060.454368
FDX60,OUT035,1061.467021
FDX14,OUT045,1061.482068
FDK48,OUT035,1065.710765
NCP55,OUT049,1068.334811
FDC59,OUT046,1068.436653
FDS35,OUT049,1068.898533
DRF25,OUT018,1069.217561
FDJ36,OUT013,1069.695648
NCW17,OUT019,1070.085272
FDJ27,OUT013,1071.153717
FDP12,OUT018,1071.276181
FDE52,OUT017,1071.332508
FDR07,OUT013,1071.639892
FDK60,OUT013,1073.834875
FDA01,OUT049,1073.849589
DRO59,OUT035,1074.344001
FDT50,OUT017,1074.70249
FDO38,OUT035,1075.893409
FDI44,OUT045,1078.224328
FDT10,OUT049,1079.226359
FDG10,OUT046,1079.286834
FDM16,OUT035,1079.984656
NCF55,OUT018,1081.336959
DRL11,OUT010,1082.021168
DRH59,OUT045,1082.105557
FDH57,OUT019,1082.183957
FDW37,OUT013,1082.252997
FDV13,OUT017,1083.422669
FDL38,OUT017,1085.204062
FDH52,OUT046,1085.663796
FDX47,OUT010,1087.940307
FDZ37,OUT017,1088.302502
FDW46,OUT046,1091.349514
DRK01,OUT013,1091.539198
NCV30,OUT049,1093.403901
FDH04,OUT013,1093.646406
FDW16,OUT017,1093.710693
FDZ47,OUT013,1094.260579
FDU35,OUT013,1094.402537
FDK15,OUT013,1094.864465
FDR58,OUT017,1095.130903
FDQ49,OUT010,1095.285353
FDH32,OUT017,1095.830752
FDQ04,OUT018,1095.892277
FDN48,OUT017,1096.518083
FDN50,OUT013,1097.078612
FDR15,OUT010,1097.203996
FDU39,OUT049,1097.443533
FDK60,OUT017,1097.873176
FDW07,OUT035,1098.243226
NCP02,OUT049,1098.315376
FDA09,OUT010,1098.839566
FDC11,OUT035,1099.070564
FDT23,OUT035,1102.604692
FDF45,OUT046,1103.84735
FDS21,OUT046,1103.870956
FDR14,OUT018,1104.483464
DRG37,OUT010,1105.735765
FDW46,OUT049,1107.978592
FDT20,OUT018,1110.593432
DRE15,OUT035,1110.644847
DRH03,OUT013,1111.75717
FDV48,OUT035,1112.613155
FDO01,OUT019,1112.792902
FDG10,OUT049,1113.198634
FDX28,OUT017,1113.211614
NCO02,OUT046,1113.311245
FDU37,OUT045,1115.361022
FDA11,OUT013,1115.736069
FDR07,OUT017,1116.095563
FDX24,OUT013,1117.258882
FDE26,OUT019,1117.84246
DRN36,OUT013,1120.987567
DRD13,OUT046,1121.152654
FDN52,OUT035,1122.752595
FDE24,OUT019,1123.198281
DRH03,OUT017,1123.994695
FDB32,OUT013,1124.106326
NCM41,OUT017,1125.051735
FDU15,OUT018,1125.086114
FDD52,OUT017,1125.538117
FDD53,OUT018,1125.58687
DRJ59,OUT018,1125.878239
FDD16,OUT045,1126.230906
NCN07,OUT019,1126.510246
FDM32,OUT017,1127.517696
FDJ36,OUT017,1129.157732
NCL07,OUT018,1129.174976
FDA31,OUT010,1129.471045
FDV34,OUT035,1129.642893
FDD59,OUT035,1130.849996
FDR48,OUT019,1130.871026
DRB48,OUT018,1134.181794
FDV19,OUT010,1135.259532
FDY36,OUT035,1135.627921
FDA22,OUT010,1135.696604
FDI21,OUT049,1136.119367
DRG01,OUT045,1137.301124
FDB51,OUT049,1137.818705
FDA57,OUT018,1137.894081
FDG29,OUT018,1138.109097
NCW05,OUT013,1138.61026
FDO10,OUT049,1139.557557
FDS03,OUT049,1139.68455
NCP30,OUT018,1139.766738
FDV10,OUT018,1140.571847
FDU35,OUT017,1141.955423
FDK15,OUT017,1142.203979
FDZ02,OUT013,1142.610991
FDN50,OUT017,1143.660373
FDQ22,OUT018,1144.459817
FDH40,OUT035,1146.11024
FDE33,OUT035,1146.335747
FDM03,OUT013,1147.811657
DRN36,OUT017,1148.624971
NCW41,OUT010,1149.427121
NCK17,OUT018,1149.452028
FDJ60,OUT010,1149.863845
FDY59,OUT017,1152.672371
FDN52,OUT045,1153.423833
NCL17,OUT019,1153.517614
FDS40,OUT018,1154.357175
FDO15,OUT045,1155.256485
FDD14,OUT010,1155.958099
FDS33,OUT035,1156.198713
FDI28,OUT035,1156.534263
FDC40,OUT045,1156.804238
FDQ08,OUT049,1156.955289
FDA52,OUT010,1158.017263
FDU16,OUT035,1158.485905
DRK49,OUT018,1159.434292
FDI12,OUT035,1160.033636
FDW09,OUT035,1160.784545
FDX03,OUT018,1164.202892
NCU30,OUT010,1165.880386
FDH40,OUT045,1166.083889
FDT47,OUT013,1167.624251
FDJ14,OUT035,1167.91872
FDO27,OUT035,1169.02961
FDM16,OUT045,1171.742737
FDV43,OUT018,1171.776686
FDW33,OUT013,1172.837745
FDE36,OUT010,1173.490696
FDQ20,OUT018,1174.060868
NCW05,OUT017,1174.500371
DRG13,OUT010,1174.689205
DRH23,OUT018,1177.812526
FDB38,OUT010,1180.158715
NCO55,OUT013,1180.667623
FDB33,OUT010,1181.141624
FDZ60,OUT013,1182.370931
FDM50,OUT049,1183.024826
FDB49,OUT013,1185.932862
FDZ22,OUT035,1186.558848
NCS05,OUT019,1186.659648
FDF38,OUT018,1186.888432
FDL25,OUT035,1187.229312
FDU36,OUT017,1187.515135
NCO41,OUT013,1188.356383
DRJ35,OUT049,1189.171263
FDO31,OUT035,1190.916197
DRI49,OUT049,1191.316167
FDU52,OUT010,1191.65331
FDV35,OUT019,1192.587765
FDX24,OUT017,1194.201177
FDC11,OUT045,1195.087957
FDF58,OUT049,1196.410761
DRC49,OUT019,1196.842655
FDH52,OUT049,1197.918091
FDD58,OUT017,1198.608151
NCT53,OUT010,1199.82037
NCR41,OUT013,1200.890289
FDC60,OUT035,1201.977688
FDQ56,OUT045,1202.606191
DRL49,OUT019,1203.12611
FDL02,OUT017,1203.251524
NCD55,OUT018,1203.353559
FDL21,OUT018,1203.64559
FDJ32,OUT049,1203.794605
FDB12,OUT017,1205.755722
FDI44,OUT046,1205.824511
FDG31,OUT046,1206.660271
FDR40,OUT035,1207.513163
FDR60,OUT049,1207.648306
FDL20,OUT013,1208.603659
FDW37,OUT035,1208.686686
NCN30,OUT017,1209.128527
FDH48,OUT035,1209.492718
FDR28,OUT010,1210.476018
FDT38,OUT035,1210.971585
NCK05,OUT049,1211.291894
FDS25,OUT013,1211.93635
FDI27,OUT018,1212.258734
FDH12,OUT013,1212.509359
FDD45,OUT017,1212.66205
FDT47,OUT017,1212.671577
NCQ17,OUT019,1212.877637
NCG43,OUT017,1214.019622
FDL48,OUT018,1216.114163
FDL43,OUT045,1216.277616
FDE14,OUT017,1217.691524
FDM38,OUT018,1218.189698
DRH37,OUT010,1219.346568
FDJ14,OUT045,1220.694453
FDG38,OUT035,1220.7386
FDH31,OUT013,1221.302555
FDU57,OUT019,1221.937722
DRN59,OUT018,1222.316932
FDN24,OUT018,1223.913215
NCO14,OUT018,1224.713216
FDU24,OUT035,1224.928311
FDI32,OUT017,1225.764015
NCF07,OUT013,1226.81952
FDN33,OUT035,1226.921143
FDD32,OUT035,1228.794729
FDC26,OUT013,1229.316959
NCR06,OUT018,1230.957135
FDJ56,OUT035,1232.763751
FDZ19,OUT010,1232.877785
FDH26,OUT019,1235.107674
FDP44,OUT017,1236.304738
FDL36,OUT035,1236.616337
NCP50,OUT045,1237.907203
FDP59,OUT017,1238.023404
NCD30,OUT017,1238.583124
DRC25,OUT035,1239.723582
FDH47,OUT017,1239.841571
FDP57,OUT013,1240.429369
NCX54,OUT013,1240.657466
FDP59,OUT013,1241.591587
DRH49,OUT035,1241.722213
FDU08,OUT017,1243.225625
FDI02,OUT013,1244.665144
FDC53,OUT017,1245.576522
FDA51,OUT017,1247.096859
NCN17,OUT017,1248.580485
FDN28,OUT013,1249.101712
FDS09,OUT018,1250.249101
DRH51,OUT045,1251.317192
DRO47,OUT013,1251.950898
DRK39,OUT045,1253.348504
NCZ05,OUT017,1253.589757
DRL35,OUT018,1253.854449
NCB19,OUT045,1256.895506
FDS49,OUT046,1257.908388
NCJ17,OUT046,1258.868331
NCO55,OUT017,1260.78161
FDQ27,OUT017,1261.098645
FDN21,OUT010,1261.233039
FDQ27,OUT013,1261.417522
FDY20,OUT035,1262.411386
FDO31,OUT045,1262.453435
FDD32,OUT045,1262.881628
FDS32,OUT019,1263.226768
FDC60,OUT045,1263.849559
FDG41,OUT013,1264.679196
FDE02,OUT035,1264.788496
FDC40,OUT046,1265.60083
FDU24,OUT045,1266.464412
FDZ08,OUT046,1266.737851
NCE19,OUT018,1266.968046
FDN13,OUT035,1268.353557
NCI17,OUT035,1269.879828
FDV48,OUT045,1271.099319
FDY01,OUT017,1271.14469
FDF24,OUT045,1271.900222
FDW36,OUT017,1271.918847
DRK39,OUT035,1271.957136
FDO50,OUT035,1272.671031
FDE56,OUT018,1273.883427
FDS52,OUT013,1273.887644
FDL25,OUT045,1273.947267
FDZ39,OUT013,1276.017092
NCN18,OUT017,1276.473933
FDK58,OUT017,1277.410433
FDX21,OUT013,1277.5096
FDL40,OUT017,1277.941542
FDW36,OUT013,1278.60579
FDI56,OUT035,1279.791111
FDE53,OUT013,1279.86566
FDZ35,OUT013,1280.402637
FDH31,OUT017,1281.316389
FDW49,OUT010,1281.996743
FDA49,OUT045,1282.472023
FDC26,OUT017,1282.572764
FDH46,OUT017,1282.663679
FDC48,OUT045,1282.718182
FDO16,OUT035,1282.956475
NCJ42,OUT013,1284.444091
FDW12,OUT019,1285.340956
FDV27,OUT035,1285.735482
FDH09,OUT018,1285.986888
FDX21,OUT017,1286.078944
DRJ47,OUT010,1286.933078
FDA25,OUT013,1287.286559
FDY48,OUT017,1287.758593
FDV47,OUT045,1289.223729
NCM53,OUT013,1290.522283
NCV18,OUT046,1290.754871
FDX09,OUT010,1291.188543
FDO49,OUT018,1291.206394
FDI58,OUT035,1291.908955
FDB20,OUT046,1292.188367
FDW24,OUT018,1292.461374
FDU03,OUT010,1292.93187
FDE33,OUT046,1293.845064
FDY31,OUT019,1295.58579
DRD24,OUT019,1296.102407
FDD22,OUT013,1296.467006
DRO59,OUT046,1296.577543
FDL12,OUT018,1297.462009
NCJ18,OUT017,1297.706713
FDZ32,OUT017,1297.824804
FDQ51,OUT018,1299.66288
FDI56,OUT045,1299.709863
FDH53,OUT045,1300.290891
FDM02,OUT045,1300.354242
FDY13,OUT046,1301.185871
FDQ31,OUT045,1302.800621
FDZ37,OUT035,1304.215711
FDO33,OUT013,1304.583969
FDO38,OUT046,1305.904825
FDK08,OUT017,1306.570395
NCM07,OUT045,1307.088619
NCC18,OUT019,1307.153131
DRG11,OUT017,1308.228346
FDY20,OUT045,1308.839662
FDE02,OUT045,1309.509991
FDO45,OUT035,1309.520948
FDO44,OUT017,1309.578439
FDW15,OUT019,1309.697463
NCT54,OUT045,1309.841865
FDW25,OUT045,1310.231683
FDR12,OUT010,1312.798332
FDZ27,OUT018,1313.138981
FDV52,OUT013,1313.775512
FDZ56,OUT010,1313.986703
NCU05,OUT046,1314.581225
FDI48,OUT018,1316.211024
NCS17,OUT035,1316.292845
DRD25,OUT013,1316.342767
NCG43,OUT035,1318.165141
DRF13,OUT019,1318.275442
FDV34,OUT046,1319.197787
FDB45,OUT017,1319.809248
FDZ01,OUT017,1320.65692
NCN29,OUT018,1320.953376
FDP38,OUT018,1321.208793
FDV13,OUT035,1321.20939
FDT28,OUT019,1321.670614
NCM42,OUT013,1322.159393
FDN20,OUT010,1323.018411
FDV14,OUT045,1323.117711
DRH36,OUT049,1323.553876
NCG18,OUT017,1323.968206
FDU37,OUT049,1324.899019
FDT44,OUT013,1324.983343
FDB35,OUT035,1325.076532
NCJ17,OUT049,1325.095489
FDH16,OUT035,1325.228053
FDC28,OUT013,1325.64351
NCL19,OUT019,1326.367847
FDW03,OUT017,1326.37527
FDK08,OUT035,1326.845686
NCH30,OUT013,1327.417487
FDZ46,OUT013,1328.165081
FDL56,OUT046,1328.266875
FDX27,OUT045,1328.484392
FDW16,OUT035,1328.522651
FDZ48,OUT013,1328.529857
FDR40,OUT045,1328.72569
FDO50,OUT045,1330.010412
FDU46,OUT035,1330.478791
FDE52,OUT035,1330.93701
FDA47,OUT019,1332.872267
FDO36,OUT010,1333.543525
FDU27,OUT018,1333.742189
FDN33,OUT045,1333.90696
FDF46,OUT013,1334.088147
FDH16,OUT045,1334.404364
FDU09,OUT018,1335.069427
FDB26,OUT018,1336.494817
DRC36,OUT010,1336.68303
NCY42,OUT019,1337.249017
FDD16,OUT049,1337.270435
FDC37,OUT017,1337.306638
FDH02,OUT035,1337.757117
FDM22,OUT018,1338.347515
DRH11,OUT018,1339.005455
FDO15,OUT046,1340.139295
FDN52,OUT046,1340.290709
FDM15,OUT019,1341.122561
FDM16,OUT049,1342.303583
FDX44,OUT045,1342.884745
NCO42,OUT019,1344.012666
DRE25,OUT045,1344.181261
FDS34,OUT013,1344.694453
FDV48,OUT046,1345.745016
FDK02,OUT013,1346.221316
FDR33,OUT013,1346.784363
FDD22,OUT017,1346.906356
NCD43,OUT017,1347.631806
FDS49,OUT049,1347.682287
NCQ18,OUT045,1347.730641
NCS18,OUT017,1348.104333
NCE07,OUT019,1349.079794
FDF33,OUT013,1349.131519
FDI33,OUT035,1350.444833
FDK36,OUT018,1350.522151
DRG48,OUT019,1352.509096
NCB43,OUT010,1353.008313
NCR30,OUT046,1353.170479
NCM41,OUT035,1353.578298
FDJ27,OUT035,1353.849456
FDD47,OUT019,1354.135204
NCC07,OUT017,1354.546782
FDV21,OUT013,1355.56786
DRL59,OUT018,1356.001085
FDT34,OUT013,1356.060899
FDP26,OUT035,1356.336784
FDA10,OUT013,1356.509772
FDW58,OUT017,1356.555745
FDZ50,OUT010,1356.703585
DRH49,OUT045,1357.149855
FDV07,OUT013,1357.282194
FDJ50,OUT018,1357.386615
FDR07,OUT035,1357.497812
NCS42,OUT045,1358.646853
FDM14,OUT013,1358.717469
FDD59,OUT049,1358.8222
FDW19,OUT013,1359.056367
DRD25,OUT017,1359.228002
FDC22,OUT010,1360.162397
NCV18,OUT049,1360.221587
DRF49,OUT013,1361.227
DRI47,OUT019,1361.48277
FDX60,OUT049,1362.565077
FDY10,OUT013,1363.18677
DRH51,OUT046,1363.339045
FDS08,OUT010,1363.915011
FDV15,OUT035,1364.02922
FDW14,OUT045,1364.233261
FDC56,OUT013,1364.75801
FDE17,OUT019,1365.585686
FDC11,OUT049,1365.73655
NCH30,OUT017,1365.763712
FDU16,OUT046,1366.707046
DRH25,OUT018,1367.652198
FDK41,OUT049,1368.094291
NCI54,OUT013,1369.11687
FDW08,OUT035,1369.323975
FDV13,OUT045,1369.40006
FDA50,OUT045,1369.983336
FDL56,OUT049,1371.21356
NCE54,OUT049,1371.498159
NCV42,OUT013,1371.742506
FDX28,OUT045,1371.773245
DRL23,OUT017,1371.823407
DRH13,OUT017,1372.127502
FDM32,OUT035,1373.018199
FDE09,OUT013,1374.350239
NCS38,OUT017,1374.492877
FDK04,OUT018,1374.874822
FDB39,OUT018,1374.929927
NCT18,OUT010,1375.063732
FDO33,OUT017,1375.376303
NCW05,OUT035,1377.687158
FDR08,OUT013,1383.11746
FDN52,OUT049,1383.221976
FDV47,OUT046,1383.971543
FDU45,OUT013,1385.200794
FDW16,OUT045,1386.001385
FDV40,OUT049,1386.485663
FDV56,OUT017,1386.689928
FDR22,OUT013,1386.733234
NCS17,OUT045,1387.634436
FDH40,OUT049,1388.055431
FDL39,OUT010,1388.209517
FDD32,OUT046,1388.719031
FDW32,OUT049,1389.096719
DRG15,OUT018,1389.684973
FDQ28,OUT019,1390.161663
FDJ40,OUT017,1390.740973
FDL25,OUT046,1390.756569
FDN50,OUT035,1390.776881
FDM32,OUT045,1391.656556
FDO23,OUT046,1391.866281
NCT42,OUT019,1392.029529
FDJ14,OUT049,1392.825474
FDZ22,OUT046,1394.784201
FDJ04,OUT017,1396.066059
FDK08,OUT045,1398.028525
FDN08,OUT013,1398.191078
NCD19,OUT018,1399.096461
FDV15,OUT045,1399.31536
FDK32,OUT019,1399.636521
FDZ37,OUT045,1400.696504
FDC56,OUT017,1400.943218
FDP51,OUT013,1401.81444
NCM19,OUT017,1402.128993
FDK15,OUT045,1402.156057
FDS59,OUT017,1402.302324
FDW48,OUT046,1402.491962
FDT14,OUT017,1403.75984
FDE52,OUT045,1404.027601
FDH04,OUT035,1404.485997
DRZ24,OUT013,1404.864712
NCM18,OUT018,1405.028926
FDZ51,OUT035,1407.287416
DRI25,OUT018,1407.441944
FDW08,OUT017,1407.717244
DRE15,OUT049,1408.816936
FDC60,OUT049,1409.567441
FDF24,OUT046,1410.13785
DRE12,OUT017,1410.214346
FDT44,OUT017,1411.191667
FDE45,OUT010,1411.207114
FDX57,OUT035,1412.491047
FDQ60,OUT013,1412.534673
FDJ32,OUT018,1412.875988
FDV21,OUT017,1412.997225
FDD28,OUT018,1413.396437
FDW37,OUT046,1413.772952
FDE09,OUT017,1414.7595
FDK60,OUT045,1416.954815
FDH22,OUT013,1417.026385
FDU35,OUT035,1419.178466
FDR07,OUT045,1419.509164
DRF49,OUT017,1419.767823
FDF33,OUT017,1420.677238
FDF02,OUT035,1421.145099
FDH04,OUT045,1421.60263
NCR41,OUT035,1421.717857
FDD52,OUT045,1423.380566
NCP41,OUT017,1423.872402
FDA40,OUT045,1423.951609
FDU28,OUT010,1424.308083
NCI06,OUT010,1424.376037
NCN54,OUT049,1424.851333
FDX46,OUT018,1425.257988
FDZ02,OUT035,1425.398957
DRG01,OUT049,1426.893996
FDM57,OUT049,1426.981679
DRJ35,OUT018,1428.425701
FDA46,OUT010,1428.567367
FDC10,OUT013,1430.466469
FDL02,OUT035,1430.906431
NCJ29,OUT046,1431.407787
FDQ09,OUT017,1431.686141
FDT38,OUT046,1433.204031
FDH48,OUT046,1433.280995
FDM14,OUT017,1433.468688
FDV23,OUT013,1433.861758
FDP08,OUT010,1434.631699
DRI11,OUT013,1437.808844
NCF30,OUT013,1438.862454
FDD48,OUT013,1439.458292
DRI03,OUT010,1439.598712
FDP46,OUT045,1439.929165
FDT19,OUT019,1440.638595
FDX27,OUT035,1441.802409
FDC44,OUT035,1442.559763
FDT47,OUT035,1442.643313
FDH56,OUT017,1442.936336
FDJ56,OUT046,1444.057937
FDU45,OUT017,1444.136962
FDP26,OUT045,1444.578758
FDR04,OUT035,1444.711771
FDH52,OUT018,1444.897755
NCP18,OUT019,1445.220612
NCO18,OUT010,1447.23285
FDP40,OUT017,1447.579076
FDK57,OUT013,1449.170376
NCP55,OUT018,1449.930156
FDN10,OUT013,1450.208437
NCS41,OUT010,1450.394341
FDW37,OUT049,1450.497105
FDS60,OUT010,1450.640636
DRH49,OUT049,1451.137028
DRC24,OUT019,1453.885623
FDZ21,OUT045,1454.465661
FDJ53,OUT013,1454.548763
FDZ47,OUT045,1454.576527
FDT51,OUT017,1455.016749
FDO56,OUT013,1455.687058
NCP14,OUT035,1455.928556
NCD30,OUT035,1456.124013
DRO35,OUT013,1456.472424
FDO23,OUT049,1456.552976
FDQ31,OUT046,1456.70502
FDV12,OUT045,1456.804716
FDP19,OUT017,1456.985452
FDW08,OUT045,1457.532421
FDN27,OUT013,1457.583616
FDG46,OUT017,1458.107211
FDX23,OUT045,1458.350545
FDM02,OUT049,1458.49338
FDO10,OUT018,1458.929774
NCA18,OUT017,1459.17401
FDT26,OUT013,1459.62371
FDD45,OUT046,1460.851114
NCS38,OUT013,1461.180354
DRH03,OUT045,1461.39232
FDO31,OUT049,1462.589493
FDE39,OUT013,1463.04513
FDH53,OUT049,1463.056174
FDP51,OUT017,1463.311048
FDZ36,OUT010,1464.310398
NCP50,OUT049,1464.501781
FDC32,OUT046,1464.826167
FDT26,OUT017,1465.268562
FDR40,OUT046,1465.567702
FDD41,OUT035,1466.834518
FDK38,OUT019,1467.198868
FDJ33,OUT013,1467.91632
FDQ60,OUT017,1469.093082
NCO43,OUT035,1469.096036
FDC50,OUT049,1469.769535
FDE21,OUT013,1470.869051
FDK14,OUT049,1471.178119
FDV58,OUT010,1471.275237
FDS14,OUT019,1472.341688
FDS25,OUT035,1472.817123
FDT60,OUT013,1473.08397
NCO05,OUT035,1474.036057
FDT39,OUT019,1474.395
DRN37,OUT019,1474.852829
FDJ20,OUT017,1475.345157
NCE43,OUT019,1475.671869
NCV05,OUT019,1476.116556
FDN16,OUT035,1476.338726
FDX34,OUT013,1476.523285
FDD48,OUT017,1476.6589
FDX08,OUT010,1477.64561
FDS23,OUT013,1477.833633
FDH12,OUT035,1478.121131
FDV27,OUT046,1478.394694
FDZ04,OUT018,1479.047257
FDP46,OUT049,1479.34456
FDN50,OUT045,1479.448111
FDX01,OUT013,1479.45998
FDZ44,OUT013,1480.235882
FDQ59,OUT049,1480.332936
FDV13,OUT046,1481.180123
FDZ58,OUT013,1482.073713
FDQ13,OUT046,1483.519974
FDP59,OUT035,1483.882961
DRD27,OUT035,1484.222509
FDB04,OUT049,1484.569348
FDO56,OUT017,1484.938987
FDX44,OUT046,1485.853853
FDO28,OUT017,1486.55263
FDL36,OUT046,1486.864912
